#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
273063,1457866,STK_RS00010,STK_RS00010,ST0001|STK_00010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457867,STK_RS00015,STK_RS00015,STK_00012|STS001,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20201222,-
273063,1457869,STK_RS00020,STK_RS00020,STK_00014|STS003,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457870,STK_RS00025,STK_RS00025,STK_00016|STS004,-,-,-,pseudo,pseudo,-,-,-,-,20201222,-
273063,1457873,STK_RS00035,STK_RS00035,ST0002|STK_00020,-,-,-,S9 family peptidase,protein-coding,-,-,-,S9 family peptidase,20201222,-
273063,1457874,STK_RS00040,STK_RS00040,ST0003|STK_00030,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20201222,-
273063,1457876,STK_RS00045,STK_RS00045,ST0004|STK_00040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
273063,1457877,STK_RS00050,STK_RS00050,ST0005|STK_00050,-,-,-,CRISPR-associated endoribonuclease Cas6,protein-coding,-,-,-,CRISPR-associated endoribonuclease Cas6,20201222,-
273063,1457878,STK_RS00055,STK_RS00055,ST0006|STK_00060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457879,STK_RS00060,STK_RS00060,ST0007|STK_00070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457880,STK_RS00065,STK_RS00065,ST0008|STK_00080,-,-,-,CRISPR-associated RAMP protein,protein-coding,-,-,-,CRISPR-associated RAMP protein,20201222,-
273063,1457881,STK_RS00070,STK_RS00070,ST0009|STK_00090,-,-,-,CRISPR-associated RAMP protein,protein-coding,-,-,-,CRISPR-associated RAMP protein,20201222,-
273063,1457883,STK_RS00075,STK_RS00075,ST0011|STK_00110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457884,STK_RS00080,STK_RS00080,ST0012|STK_00120,-,-,-,HD domain-containing protein,protein-coding,-,-,-,HD domain-containing protein,20201222,-
273063,1457885,STK_RS00085,STK_RS00085,ST0013|STK_00130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210605,-
273063,1457886,STK_RS00090,STK_RS00090,ST0014|STK_00140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457887,STK_RS00095,STK_RS00095,ST0015|STK_00150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457888,STK_RS00100,STK_RS00100,ST0016|STK_00160,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20201222,-
273063,1457889,STK_RS00105,STK_RS00105,STK_00165|STS008,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20201222,-
273063,1457890,STK_RS00110,STK_RS00110,ST0017|STK_00170,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20201222,-
273063,1457892,STK_RS00115,STK_RS00115,ST0019|STK_00190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457893,STK_RS00120,STK_RS00120,ST0020|STK_00200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457896,cas4,STK_RS00125,ST0022|STK_00220,-,-,-,CRISPR-associated protein Cas4,protein-coding,-,-,-,CRISPR-associated protein Cas4,20201222,-
273063,1457897,STK_RS00130,STK_RS00130,ST0023|STK_00230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457900,cas2,STK_RS00135,ST0025|STK_00250,-,-,-,CRISPR-associated endonuclease Cas2,protein-coding,-,-,-,CRISPR-associated endonuclease Cas2,20201222,-
273063,1457901,cas1,STK_RS00140,ST0026|STK_00260,-,-,-,CRISPR-associated endonuclease Cas1,protein-coding,-,-,-,CRISPR-associated endonuclease Cas1,20201222,-
273063,1457902,cas4a,STK_RS00145,ST0027|STK_00270,-,-,-,type I-A CRISPR-associated protein Cas4/Csa1,protein-coding,-,-,-,type I-A CRISPR-associated protein Cas4/Csa1,20201222,-
273063,1457903,STK_RS00150,STK_RS00150,ST0028|STK_00280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457904,cas7a,STK_RS00155,ST0029|STK_00290,-,-,-,type I-A CRISPR-associated protein Cas7/Csa2,protein-coding,-,-,-,type I-A CRISPR-associated protein Cas7/Csa2,20201222,-
273063,1457905,cas5a,STK_RS00160,ST0030|STK_00300,-,-,-,type I-A CRISPR-associated protein Cas5,protein-coding,-,-,-,type I-A CRISPR-associated protein Cas5,20201222,-
273063,1457906,STK_RS00165,STK_RS00165,ST0031|STK_00310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457907,cas3,STK_RS00170,ST0032|STK_00320,-,-,-,CRISPR-associated helicase Cas3',protein-coding,-,-,-,CRISPR-associated helicase Cas3',20201222,-
273063,1457908,STK_RS00175,STK_RS00175,ST0033|STK_00330,-,-,-,CRISPR-associated endonuclease Cas3'',protein-coding,-,-,-,CRISPR-associated endonuclease Cas3'',20201222,-
273063,1457909,cas6,STK_RS00180,ST0034|STK_00340,-,-,-,CRISPR-associated endoribonuclease Cas6,protein-coding,-,-,-,CRISPR-associated endoribonuclease Cas6,20201222,-
273063,1457910,STK_RS00190,STK_RS00190,ST0035|STK_00350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201222,-
273063,1457911,STK_RS00195,STK_RS00195,ST0036|STK_00360,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20201222,-
273063,1457912,STK_RS00200,STK_RS00200,STK_00365|STS011,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20201222,-
273063,1457913,STK_RS00205,STK_RS00205,ST0037|STK_00370,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20201222,-
273063,1457916,STK_RS00220,STK_RS00220,STK_00375|STS014,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20201222,-
273063,1457917,STK_RS00235,STK_RS00235,ST0038|STK_00380,-,-,-,pseudo,pseudo,-,-,-,-,20201222,-
273063,1457919,STK_RS00240,STK_RS00240,ST0040|STK_00400,-,-,-,DUF59 domain-containing protein,protein-coding,-,-,-,DUF59 domain-containing protein,20210424,-
273063,1457920,STK_RS00245,STK_RS00245,ST0041|STK_00410,-,-,-,pseudo,pseudo,-,-,-,-,20201222,-
273063,1457922,tnpA,STK_RS00250,ST0043|STK_00430,-,-,-,IS200/IS605-like element ISSto1 family transposase,protein-coding,-,-,-,IS200/IS605-like element ISSto1 family transposase,20201222,-
273063,1457923,STK_RS00255,STK_RS00255,ST0044|STK_00440,-,-,-,pseudo,pseudo,-,-,-,-,20201222,-
273063,1457924,STK_RS00260,STK_RS00260,ST0045|STK_00450,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20210417,-
273063,1457925,STK_RS00265,STK_RS00265,ST0046|STK_00460,-,-,-,IS1 family transposase,protein-coding,-,-,-,IS1 family transposase,20210424,-
273063,1457926,STK_RS00270,STK_RS00270,ST0047|STK_00470,-,-,-,pseudo,pseudo,-,-,-,-,20201222,-
