#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
51329,11747813,rnl_f,-,-,-,1|MT,-,large subunit ribosomal RNA fragment number 6,rRNA,-,-,-,-,20120920,-
51329,11747814,rns_d,-,-,-,1|MT,-,small subunit ribosomal RNA fragment number 4,rRNA,-,-,-,-,20120920,-
51329,11747815,nad5,-,-,-,1|MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,-,20160730,-
51329,11747816,rnl_e,-,-,-,1|MT,-,large subunit ribosomal RNA fragment number 5,rRNA,-,-,-,-,20120920,-
51329,11747817,rns_c,-,-,-,1|MT,-,small subunit ribosomal RNA fragment number 3,rRNA,-,-,-,-,20120920,-
51329,11747818,rnl_b,-,-,-,1|MT,-,large subunit ribosomal RNA fragment number 2,rRNA,-,-,-,-,20120920,-
51329,11747819,rns_a,-,-,-,1|MT,-,small subunit ribosomal RNA fragment number 1,rRNA,-,-,-,-,20120920,-
51329,11747820,nad2,-,-,-,1|MT,-,NADH dehydrogenase subuint 2,protein-coding,-,-,-,-,20160716,-
51329,11747821,rnl_d,-,-,-,1|MT,-,large subunit ribosomal RNA fragment number 4,rRNA,-,-,-,-,20120920,-
51329,11747822,nad1,-,-,-,1|MT,-,NADH dehydrogenase subunit 1,protein-coding,-,-,-,-,20160806,-
51329,11747823,cox1,-,-,-,1|MT,-,cytochrome c oxidase subunit 1,protein-coding,-,-,-,-,20160730,-
51329,11747824,rnl_a,-,-,-,1|MT,-,large subunit ribosomal RNA fragment number 1,rRNA,-,-,-,-,20120920,-
51329,11747825,rnl_h,-,-,-,1|MT,-,large subunit ribosomal RNA fragment number 8,rRNA,-,-,-,-,20120920,-
51329,11747826,trnM(cau),-,-,-,1|MT,-,tRNA,tRNA,-,-,-,-,20120920,-
51329,11747827,rnl_c,-,-,-,1|MT,-,large subunit ribosomal RNA fragment number 3,rRNA,-,-,-,-,20120920,-
51329,11747828,rns_b,-,-,-,1|MT,-,small subunit ribosomal RNA fragment number 2,rRNA,-,-,-,-,20120920,-
51329,11747829,cob,-,-,-,1|MT,-,apocytochrome b,protein-coding,-,-,-,-,20160806,-
51329,11747830,rnl_g,-,-,-,1|MT,-,large subunit ribosomal RNA fragment number 7,rRNA,-,-,-,-,20120920,-
51329,11747831,nad4,-,-,-,1|MT,-,NADH dehydrogenase subuint 4,protein-coding,-,-,-,-,20160806,-
51329,11747832,nad6,-,-,-,2|MT,-,NADH dehydrogenase subunit 6,protein-coding,-,-,-,-,20160730,-
