#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
109291,15332159,ND2,-,-,-,MT,-,ND2,protein-coding,-,-,-,ND2|NADH dehydrogenase subunit 2,20180721,-
109291,15332160,COX1,-,-,-,MT,-,COX1,protein-coding,-,-,-,COX1|cytochrome c oxidase subunit I,20160827,-
109291,15332161,COX2,-,-,-,MT,-,COX2,protein-coding,-,-,-,COX2|cytochrome c oxidase subunit II,20180219,-
109291,15332162,ATP8,-,-,-,MT,-,ATPase8,protein-coding,-,-,-,ATPase8|ATP synthase F0 subunit 8,20160325,-
109291,15332163,ATP6,-,-,-,MT,-,ATPase6,protein-coding,-,-,-,ATPase6|ATP synthase F0 subunit 6,20150626,-
109291,15332164,COX3,-,-,-,MT,-,COX3,protein-coding,-,-,-,COX3|cytochrome c oxidase subunit III,20160827,-
109291,15332165,ND3,-,-,-,MT,-,ND3,protein-coding,-,-,-,ND3|NADH dehydrogenase subunit 3,20150626,-
109291,15332166,ND4L,-,-,-,MT,-,ND4L,protein-coding,-,-,-,ND4L|NADH dehydrogenase subunit 4L,20180721,-
109291,15332167,ND4,-,-,-,MT,-,ND4,protein-coding,-,-,-,ND4|NADH dehydrogenase subunit 4,20180721,-
109291,15332168,ND5,-,-,-,MT,-,ND5,protein-coding,-,-,-,ND5|NADH dehydrogenase subunit 5,20160827,-
109291,15332169,ND6,-,-,-,MT,-,ND6,protein-coding,-,-,-,ND6|NADH dehydrogenase subunit 6,20150626,-
109291,15332170,CYTB,-,-,-,MT,-,CYTB,protein-coding,-,-,-,CYTB|cytochrome b,20180721,-
109291,15332171,ND1,-,-,-,MT,-,ND1,protein-coding,-,-,-,ND1|NADH dehydrogenase subunit 1,20150626,-
