#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
70611,54093575,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200410,-
70611,58360631,FU666_RS00005,FU666_RS00005,DB746_00010|DB746_RS00010,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20200807,-
70611,58360632,FU666_RS00010,FU666_RS00010,DB746_00015|DB746_RS00015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200805,-
70611,58360633,FU666_RS00015,FU666_RS00015,DB746_00020|DB746_RS00020,-,-,-,FAD-dependent monooxygenase,protein-coding,-,-,-,FAD-dependent monooxygenase,20200807,-
70611,58360634,FU666_RS00020,FU666_RS00020,DB746_00025|DB746_RS00025,-,-,-,bifunctional diguanylate cyclase/phosphodiesterase,protein-coding,-,-,-,bifunctional diguanylate cyclase/phosphodiesterase,20200807,-
70611,58360635,FU666_RS00025,FU666_RS00025,DB746_00030|DB746_RS00030,-,-,-,cystathionine gamma-synthase,protein-coding,-,-,-,cystathionine gamma-synthase,20200807,-
70611,58360636,FU666_RS00030,FU666_RS00030,DB746_00035|DB746_RS00035,-,-,-,acyltransferase,protein-coding,-,-,-,acyltransferase,20200807,-
70611,58360637,FU666_RS00035,FU666_RS00035,DB746_00040|DB746_RS00040,-,-,-,NAD-dependent epimerase,protein-coding,-,-,-,NAD-dependent epimerase,20200807,-
70611,58360638,FU666_RS00040,FU666_RS00040,DB746_00045|DB746_RS00045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200805,-
70611,58360639,FU666_RS00045,FU666_RS00045,DB746_00050|DB746_RS00050,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200805,-
70611,58360640,FU666_RS00050,FU666_RS00050,DB746_00055|DB746_RS00055,-,-,-,arylamine N-acetyltransferase,protein-coding,-,-,-,arylamine N-acetyltransferase,20200807,-
70611,58360641,FU666_RS00055,FU666_RS00055,DB746_00060|DB746_RS00060,-,-,-,beta-propeller fold lactonase family protein,protein-coding,-,-,-,beta-propeller fold lactonase family protein,20210123,-
70611,58360642,dapD,FU666_RS00060,DB746_00065|DB746_RS00065,-,-,-,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",protein-coding,-,-,-,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",20200807,-
70611,58360643,dapE,FU666_RS00065,DB746_00070|DB746_RS00070,-,-,-,succinyl-diaminopimelate desuccinylase,protein-coding,-,-,-,succinyl-diaminopimelate desuccinylase,20200807,-
70611,58360644,FU666_RS00070,FU666_RS00070,DB746_00075|DB746_RS00075,-,-,-,dicarboxylate/amino acid:cation symporter,protein-coding,-,-,-,dicarboxylate/amino acid:cation symporter,20200807,-
70611,58360645,FU666_RS00075,FU666_RS00075,DB746_00080|DB746_RS00080,-,-,-,glycoside hydrolase family 3 protein,protein-coding,-,-,-,glycoside hydrolase family 3 protein,20200807,-
