#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
247156,3293563,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Nocardia farcinica str. IFM 10152; Nocardia farcinica strain IFM 10152).,other,-,-,-,-,20150427,-
247156,61130859,dnaA,NFA_RS00005,NFA_10|nfa10,-,-,-,chromosomal replication initiator protein DnaA,protein-coding,-,-,-,chromosomal replication initiator protein DnaA,20201230,-
247156,61130860,dnaN,NFA_RS00010,NFA_20|nfa20,-,-,-,DNA polymerase III subunit beta,protein-coding,-,-,-,DNA polymerase III subunit beta,20201230,-
247156,61130861,recF,NFA_RS00015,NFA_30|nfa30,-,-,-,DNA replication/repair protein RecF,protein-coding,-,-,-,DNA replication/repair protein RecF,20201230,-
247156,61130862,NFA_RS00020,NFA_RS00020,NFA_40|nfa40,-,-,-,DUF721 family protein,protein-coding,-,-,-,DUF721 family protein,20201230,-
247156,61130863,NFA_RS00025,NFA_RS00025,NFA_50|nfa50,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20201227,-
247156,61130864,gyrB,NFA_RS00030,NFA_60|nfa60,-,-,-,DNA topoisomerase (ATP-hydrolyzing) subunit B,protein-coding,-,-,-,DNA topoisomerase (ATP-hydrolyzing) subunit B,20201230,-
247156,61130865,gyrA,NFA_RS00035,NFA_70|nfa70,-,-,-,DNA gyrase subunit A,protein-coding,-,-,-,DNA gyrase subunit A,20201230,-
247156,61130866,NFA_RS00040,NFA_RS00040,NFA_80|nfa80,-,-,-,DUF3566 domain-containing protein,protein-coding,-,-,-,DUF3566 domain-containing protein,20201230,-
247156,61130867,NFA_RS00050,NFA_RS00050,NFA_80010|nfa80010,-,-,-,tRNA,tRNA,-,-,-,-,20201226,-
247156,61130868,NFA_RS00055,NFA_RS00055,NFA_80020|nfa80020,-,-,-,tRNA,tRNA,-,-,-,-,20201226,-
247156,61130869,NFA_RS00060,NFA_RS00060,NFA_90|nfa90,-,-,-,site-specific integrase,protein-coding,-,-,-,site-specific integrase,20201230,-
247156,61130870,NFA_RS00065,NFA_RS00065,NFA_100|nfa100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
247156,61130871,NFA_RS00075,NFA_RS00075,NFA_120|nfa120,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20201230,-
247156,61130872,NFA_RS00090,NFA_RS00090,NFA_140|nfa140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130873,NFA_RS00095,NFA_RS00095,NFA_160|nfa160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130874,NFA_RS00100,NFA_RS00100,NFA_170|nfa170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130875,NFA_RS00105,NFA_RS00105,NFA_180|nfa180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130876,NFA_RS00110,NFA_RS00110,NFA_190|nfa190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201227,-
247156,61130877,NFA_RS00125,NFA_RS00125,NFA_230|nfa230,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20201227,-
247156,61130878,NFA_RS00130,NFA_RS00130,NFA_240|nfa240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130879,NFA_RS00135,NFA_RS00135,NFA_255|nfa255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
247156,61130880,NFA_RS00140,NFA_RS00140,NFA_260|nfa260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
247156,61130881,NFA_RS00155,NFA_RS00155,NFA_280|nfa280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130882,NFA_RS00160,NFA_RS00160,NFA_290|nfa290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130883,NFA_RS00165,NFA_RS00165,NFA_300|nfa300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130884,NFA_RS00170,NFA_RS00170,NFA_310|nfa310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130885,NFA_RS00175,NFA_RS00175,NFA_330|nfa330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
247156,61130886,NFA_RS00180,NFA_RS00180,NFA_340|nfa340,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
247156,61130887,NFA_RS00185,NFA_RS00185,NFA_350|nfa350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130888,NFA_RS00195,NFA_RS00195,NFA_380|nfa380,-,-,-,phage terminase small subunit P27 family,protein-coding,-,-,-,phage terminase small subunit P27 family,20201230,-
247156,61130889,NFA_RS00200,NFA_RS00200,NFA_390|nfa390,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20201230,-
247156,61130890,NFA_RS00210,NFA_RS00210,NFA_410|nfa410,-,-,-,phage portal protein,protein-coding,-,-,-,phage portal protein,20201230,-
247156,61130891,NFA_RS00215,NFA_RS00215,NFA_420|nfa420,-,-,-,HK97 family phage prohead protease,protein-coding,-,-,-,HK97 family phage prohead protease,20201230,-
247156,61130892,NFA_RS00220,NFA_RS00220,NFA_430|nfa430,-,-,-,phage major capsid protein,protein-coding,-,-,-,phage major capsid protein,20201227,-
247156,61130893,NFA_RS00225,NFA_RS00225,NFA_450|nfa450,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130894,NFA_RS00230,NFA_RS00230,NFA_460|nfa460,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
247156,61130895,NFA_RS00235,NFA_RS00235,NFA_470|nfa470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130896,NFA_RS00240,NFA_RS00240,NFA_480|nfa480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130897,NFA_RS00250,NFA_RS00250,NFA_500|nfa500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130898,NFA_RS00260,NFA_RS00260,NFA_520|nfa520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130899,NFA_RS00265,NFA_RS00265,NFA_530|nfa530,-,-,-,phage tail protein,protein-coding,-,-,-,phage tail protein,20201226,-
247156,61130900,NFA_RS00275,NFA_RS00275,NFA_550|nfa550,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
247156,61130901,NFA_RS00280,NFA_RS00280,NFA_560|nfa560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130902,NFA_RS00285,NFA_RS00285,NFA_570|nfa570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130903,NFA_RS00295,NFA_RS00295,NFA_590|nfa590,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
247156,61130904,NFA_RS00300,NFA_RS00300,NFA_600|nfa600,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
