#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
60847,10019791,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20180730,-
60847,44077736,G3I44_RS00005,G3I44_RS00005,G3I44_00005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
60847,44077737,G3I44_RS00010,G3I44_RS00010,G3I44_00010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200401,-
60847,44077738,G3I44_RS00015,G3I44_RS00015,G3I44_00015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200401,-
60847,44077739,G3I44_RS00020,G3I44_RS00020,G3I44_00020,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200401,-
60847,44077740,G3I44_RS00025,G3I44_RS00025,G3I44_00025,-,-,-,pseudo,pseudo,-,-,-,-,20210219,-
60847,44077741,G3I44_RS00030,G3I44_RS00030,G3I44_00030,-,-,-,tRNA,tRNA,-,-,-,-,20210219,-
60847,44077742,G3I44_RS00035,G3I44_RS00035,G3I44_00035,-,-,-,DUF4157 domain-containing protein,protein-coding,-,-,-,DUF4157 domain-containing protein,20210129,-
60847,44077743,G3I44_RS00040,G3I44_RS00040,G3I44_00040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200401,-
60847,44077745,G3I44_RS00050,G3I44_RS00050,G3I44_00050,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200401,-
60847,44077746,G3I44_RS00055,G3I44_RS00055,G3I44_00055,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210219,-
60847,44077747,G3I44_RS00060,G3I44_RS00060,G3I44_00060,-,-,-,2'-5' RNA ligase family protein,protein-coding,-,-,-,2'-5' RNA ligase family protein,20210219,-
60847,44077748,G3I44_RS00065,G3I44_RS00065,G3I44_00065,-,-,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210219,-
60847,44077749,G3I44_RS00070,G3I44_RS00070,G3I44_00070,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20210320,-
60847,44077750,G3I44_RS00075,G3I44_RS00075,G3I44_00075,-,-,-,pseudo,pseudo,-,-,-,-,20210219,-
60847,44077751,G3I44_RS00080,G3I44_RS00080,G3I44_00080,-,-,-,histidine kinase,protein-coding,-,-,-,histidine kinase,20210219,-
60847,44077752,argF,G3I44_RS00085,G3I44_00085,-,-,-,ornithine carbamoyltransferase,protein-coding,-,-,-,ornithine carbamoyltransferase,20210219,-
60847,44077753,G3I44_RS00090,G3I44_RS00090,G3I44_00090,-,-,-,[LysW]-lysine hydrolase,protein-coding,-,-,-,[LysW]-lysine hydrolase,20210303,-
60847,44077754,G3I44_RS00095,G3I44_RS00095,G3I44_00095,-,-,-,acetylornithine/succinylornithine family transaminase,protein-coding,-,-,-,acetylornithine/succinylornithine family transaminase,20210219,-
60847,44077755,G3I44_RS00100,G3I44_RS00100,G3I44_00100,-,-,-,acetylglutamate/acetylaminoadipate kinase,protein-coding,-,-,-,acetylglutamate/acetylaminoadipate kinase,20210219,-
60847,44077756,G3I44_RS00105,G3I44_RS00105,G3I44_00105,-,-,-,N-acetyl-gamma-glutamyl-phosphate reductase,protein-coding,-,-,-,N-acetyl-gamma-glutamyl-phosphate reductase,20210219,-
60847,44077757,lysX,G3I44_RS00110,G3I44_00110,-,-,-,lysine biosynthesis protein LysX,protein-coding,-,-,-,lysine biosynthesis protein LysX,20210219,-
60847,44077758,lysW,G3I44_RS00115,G3I44_00115,-,-,-,lysine biosynthesis protein LysW,protein-coding,-,-,-,lysine biosynthesis protein LysW,20210303,-
60847,44077759,argH,G3I44_RS00120,G3I44_00120,-,-,-,argininosuccinate lyase,protein-coding,-,-,-,argininosuccinate lyase,20210303,-
60847,44077760,G3I44_RS00125,G3I44_RS00125,G3I44_00125,-,-,-,argininosuccinate synthase,protein-coding,-,-,-,argininosuccinate synthase,20210219,-
60847,44077761,G3I44_RS00130,G3I44_RS00130,G3I44_00130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
60847,44077762,G3I44_RS00135,G3I44_RS00135,G3I44_00135,-,-,-,cation:proton antiporter,protein-coding,-,-,-,cation:proton antiporter,20210303,-
60847,44077763,G3I44_RS00140,G3I44_RS00140,G3I44_00140,-,-,-,cation:proton antiporter regulatory subunit,protein-coding,-,-,-,cation:proton antiporter regulatory subunit,20210303,-
60847,44077764,G3I44_RS00145,G3I44_RS00145,G3I44_00145,-,-,-,dolichol kinase,protein-coding,-,-,-,dolichol kinase,20210219,-
60847,44077765,glyS,G3I44_RS00150,G3I44_00150,-,-,-,glycine--tRNA ligase,protein-coding,-,-,-,glycine--tRNA ligase,20210303,-
60847,44077766,G3I44_RS00155,G3I44_RS00155,G3I44_00155,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210303,-
60847,44077767,G3I44_RS00160,G3I44_RS00160,G3I44_00160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210303,-
60847,44077768,G3I44_RS00165,G3I44_RS00165,G3I44_00165,-,-,-,DUF296 domain-containing protein,protein-coding,-,-,-,DUF296 domain-containing protein,20210219,-
60847,44077769,G3I44_RS00170,G3I44_RS00170,G3I44_00170,-,-,-,DNA polymerase II large subunit,protein-coding,-,-,-,DNA polymerase II large subunit,20210219,-
60847,44077770,G3I44_RS00175,G3I44_RS00175,G3I44_00175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210303,-
60847,44077771,G3I44_RS00180,G3I44_RS00180,G3I44_00180,-,-,-,2-dehydropantoate 2-reductase,protein-coding,-,-,-,2-dehydropantoate 2-reductase,20210303,-
60847,44077772,G3I44_RS00185,G3I44_RS00185,G3I44_00185,-,-,-,sulfatase-like hydrolase/transferase,protein-coding,-,-,-,sulfatase-like hydrolase/transferase,20210219,-
60847,44077773,G3I44_RS00190,G3I44_RS00190,G3I44_00190,-,-,-,NifU family protein,protein-coding,-,-,-,NifU family protein,20210219,-
60847,44077774,G3I44_RS00195,G3I44_RS00195,G3I44_00195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210219,-
60847,44077775,G3I44_RS00200,G3I44_RS00200,G3I44_00200,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210303,-
60847,44077776,G3I44_RS00205,G3I44_RS00205,G3I44_00205,-,-,-,ester cyclase,protein-coding,-,-,-,ester cyclase,20210303,-
60847,44077777,G3I44_RS00210,G3I44_RS00210,G3I44_00210,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210303,-
60847,44077778,G3I44_RS00215,G3I44_RS00215,G3I44_00215,-,-,-,HTH domain-containing protein,protein-coding,-,-,-,HTH domain-containing protein,20210320,-
60847,44077779,G3I44_RS00220,G3I44_RS00220,G3I44_00220,-,-,-,pseudo,pseudo,-,-,-,-,20210219,-
60847,44077780,G3I44_RS00225,G3I44_RS00225,G3I44_00225,-,-,-,pseudo,pseudo,-,-,-,-,20210219,-
60847,44077781,G3I44_RS00230,G3I44_RS00230,G3I44_00230,-,-,-,DHH family phosphoesterase,protein-coding,-,-,-,DHH family phosphoesterase,20210303,-
60847,44077782,G3I44_RS00235,G3I44_RS00235,G3I44_00235,-,-,-,uroporphyrinogen-III synthase,protein-coding,-,-,-,uroporphyrinogen-III synthase,20210303,-
60847,44077783,cobA,G3I44_RS00240,G3I44_00240,-,-,-,uroporphyrinogen-III C-methyltransferase,protein-coding,-,-,-,uroporphyrinogen-III C-methyltransferase,20210219,-
60847,44077784,hemC,G3I44_RS00245,G3I44_00245,-,-,-,hydroxymethylbilane synthase,protein-coding,-,-,-,hydroxymethylbilane synthase,20210303,-
60847,44077785,G3I44_RS00250,G3I44_RS00250,G3I44_00250,-,-,-,PQQ-binding-like beta-propeller repeat protein,protein-coding,-,-,-,PQQ-binding-like beta-propeller repeat protein,20210219,-
60847,44077786,G3I44_RS00255,G3I44_RS00255,G3I44_00255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210219,-
60847,44077787,G3I44_RS00260,G3I44_RS00260,G3I44_00260,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200401,-
60847,44077788,G3I44_RS00265,G3I44_RS00265,G3I44_00265,-,-,-,"glutamate-1-semialdehyde 2,1-aminomutase",protein-coding,-,-,-,"glutamate-1-semialdehyde 2,1-aminomutase",20210303,-
60847,44077789,G3I44_RS00270,G3I44_RS00270,G3I44_00270,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20210219,-
60847,44077790,G3I44_RS00275,G3I44_RS00275,G3I44_00275,-,-,-,P-II family nitrogen regulator,protein-coding,-,-,-,P-II family nitrogen regulator,20210303,-
60847,44077791,G3I44_RS00280,G3I44_RS00280,G3I44_00280,-,-,-,ammonium transporter,protein-coding,-,-,-,ammonium transporter,20210303,-
60847,44077792,hemB,G3I44_RS00285,G3I44_00285,-,-,-,porphobilinogen synthase,protein-coding,-,-,-,porphobilinogen synthase,20210303,-
60847,44077793,G3I44_RS00290,G3I44_RS00290,G3I44_00290,-,-,-,VTT domain-containing protein,protein-coding,-,-,-,VTT domain-containing protein,20210303,-
60847,44077794,G3I44_RS00295,G3I44_RS00295,G3I44_00295,-,-,-,PHP domain-containing protein,protein-coding,-,-,-,PHP domain-containing protein,20210320,-
60847,44077795,G3I44_RS00300,G3I44_RS00300,G3I44_00300,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210303,-
60847,44077796,G3I44_RS00305,G3I44_RS00305,G3I44_00305,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210303,-
60847,44077797,G3I44_RS00310,G3I44_RS00310,G3I44_00310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210303,-
60847,44077798,G3I44_RS00315,G3I44_RS00315,G3I44_00315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210303,-
60847,44077799,G3I44_RS00320,G3I44_RS00320,G3I44_00320,-,-,-,NAD(P)H-binding protein,protein-coding,-,-,-,NAD(P)H-binding protein,20210303,-
60847,44077800,G3I44_RS00325,G3I44_RS00325,G3I44_00325,-,-,-,YkgJ family cysteine cluster protein,protein-coding,-,-,-,YkgJ family cysteine cluster protein,20210320,-
60847,44077801,G3I44_RS00330,G3I44_RS00330,G3I44_00330,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210303,-
