#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
340,6335485,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Xanthomonas campestris (pv. campestris); Xanthomonas campestris campestris).,other,-,-,-,-,20190727,-
340,35543625,XCCB100_RS08975,XCCB100_RS08975,xcc-b100_rna018|xccb100_rna018,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35543688,XCCB100_RS11525,XCCB100_RS11525,xcc-b100_rna028|xccb100_rna028,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35544042,XCCB100_RS07860,XCCB100_RS07860,xcc-b100_rna013|xccb100_rna013,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35544208,XCCB100_RS16195,XCCB100_RS16195,xcc-b100_rna039|xccb100_rna039,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35544390,XCCB100_RS11910,XCCB100_RS11910,xcc-b100_rna029|xccb100_rna029,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35544703,XCCB100_RS09360,XCCB100_RS09360,xcc-b100_rna019|xccb100_rna019,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35544869,XCCB100_RS02410,XCCB100_RS02410,xcc-b100_rna008|xccb100_rna008,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35544870,XCCB100_RS02415,XCCB100_RS02415,xcc-b100_rna009|xccb100_rna009,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35545089,XCCB100_RS08180,XCCB100_RS08180,xcc-b100_rna016|xccb100_rna016,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35545330,XCCB100_RS01980,XCCB100_RS01980,xcc-b100_rna007|xccb100_rna007,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35545626,XCCB100_RS12835,XCCB100_RS12835,xcc-b100_rna034|xccb100_rna034,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35546008,XCCB100_RS15340,XCCB100_RS15340,xcc-b100_rna037|xccb100_rna037,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35546177,XCCB100_RS21230,XCCB100_RS21230,xcc-b100_rna059|xccb100_rna059,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35546178,XCCB100_RS21235,XCCB100_RS21235,xcc-b100_rna060|xccb100_rna060,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35546205,XCCB100_RS07975,XCCB100_RS07975,xcc-b100_rna014|xccb100_rna014,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
340,35546208,XCCB100_RS07990,XCCB100_RS07990,xcc-b100_rna015|xccb100_rna015,-,-,-,tRNA,tRNA,-,-,-,-,20180129,-
