#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
272557,1444491,APE_RS00970,APE_RS00970,APE0266|APE_0266.1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
272557,1444492,APE_RS00965,APE_RS00965,APE0267|APE_0267,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20201217,-
272557,1444494,APE_RS00980,APE_RS00980,APES007|APE_0266a.1,-,-,-,DUF131 domain-containing protein,protein-coding,-,-,-,DUF131 domain-containing protein,20210417,-
272557,1444495,APE_RS00985,APE_RS00985,APES008|APE_0266b,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201213,-
272557,1444496,APE_RS00990,APE_RS00990,APE0270|APE_0270.1,-,-,-,molybdenum ABC transporter permease,protein-coding,-,-,-,molybdenum ABC transporter permease,20201217,-
272557,1444497,modA,APE_RS00995,APE0272|APE_0272.1,-,-,-,molybdate ABC transporter substrate-binding protein,protein-coding,-,-,-,molybdate ABC transporter substrate-binding protein,20201217,-
272557,1444498,APE_RS01000,APE_RS01000,APE_tRNA04|APEtRNA04,-,-,-,tRNA,tRNA,-,-,-,-,20201213,-
272557,1444499,APE_RS01005,APE_RS01005,APE0273|APE_0273,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20201213,-
272557,1444500,APE_RS01015,APE_RS01015,APE0274|APE_0274,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201213,-
272557,1444501,APE_RS01030,APE_RS01030,APE0275|APE_0275.1,-,-,-,DNA-3-methyladenine glycosylase 2 family protein,protein-coding,-,-,-,DNA-3-methyladenine glycosylase 2 family protein,20201213,-
272557,1444502,APE_RS01045,APE_RS01045,APES009|APE_0275b.1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201213,-
272557,1444503,APE_RS01050,APE_RS01050,APE0276|APE_0276.1,-,-,-,DUF3368 domain-containing protein,protein-coding,-,-,-,DUF3368 domain-containing protein,20201213,-
272557,1444505,APE_RS01060,APE_RS01060,APE0278|APE_0278,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20201213,-
272557,1444506,APE_RS01070,APE_RS01070,APE0279|APE_0279.1,-,-,-,type II toxin-antitoxin system VapC family toxin,protein-coding,-,-,-,type II toxin-antitoxin system VapC family toxin,20201213,-
272557,1444507,APE_RS01075,APE_RS01075,APES010|APE_0279a.1,-,-,-,antitoxin family protein,protein-coding,-,-,-,antitoxin family protein,20201213,-
272557,1444510,APE_RS01085,APE_RS01085,APE0283|APE_0283.1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201213,-
272557,1444514,APE_RS01095,APE_RS01095,APE0287|APE_0287,-,-,-,protogloblin ApPgb,protein-coding,-,-,-,protogloblin ApPgb,20201213,-
272557,1444515,APE_RS01100,APE_RS01100,APE0288|APE_0288,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20201213,-
272557,1444516,APE_RS01105,APE_RS01105,APE0290|APE_0290.1,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20201213,-
272557,1444517,APE_RS01110,APE_RS01110,APE0291|APE_0291,-,-,-,peroxiredoxin,protein-coding,-,-,-,peroxiredoxin,20210417,-
272557,1444519,APE_RS01120,APE_RS01120,APE0293|APE_0293,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201217,-
272557,1444520,APE_RS01125,APE_RS01125,APE0294|APE_0294.1,-,-,-,cupredoxin domain-containing protein,protein-coding,-,-,-,cupredoxin domain-containing protein,20201213,-
272557,1444521,APE_RS01130,APE_RS01130,APE0295|APE_0295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201213,-
272557,1444523,APE_RS01140,APE_RS01140,APE0297|APE_0297,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201213,-
272557,1444525,APE_RS01145,APE_RS01145,APE0299|APE_0299.1,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201213,-
272557,1444526,APE_RS01150,APE_RS01150,APE0300|APE_0300.1,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210129,-
272557,1444527,APE_RS01155,APE_RS01155,APE0301|APE_0301.1,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210605,-
272557,1444528,APE_RS01160,APE_RS01160,APE0302|APE_0302.1,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201213,-
