#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
246787,30026478,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20201212,-
246787,64327783,I6J67_RS00005,I6J67_RS00005,I6J67_00005,-,-,-,SusC/RagA family TonB-linked outer membrane protein,protein-coding,-,-,-,SusC/RagA family TonB-linked outer membrane protein,20210422,-
246787,64327784,I6J67_RS00010,I6J67_RS00010,I6J67_00010,-,-,-,RagB/SusD family nutrient uptake outer membrane protein,protein-coding,-,-,-,RagB/SusD family nutrient uptake outer membrane protein,20210426,-
246787,64327785,I6J67_RS00015,I6J67_RS00015,I6J67_00015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210426,-
246787,64327786,I6J67_RS00020,I6J67_RS00020,I6J67_00020,-,-,-,NAAT family transporter,protein-coding,-,-,-,NAAT family transporter,20210426,-
246787,64327787,I6J67_RS00025,I6J67_RS00025,I6J67_00025,-,-,-,YjjG family noncanonical pyrimidine nucleotidase,protein-coding,-,-,-,YjjG family noncanonical pyrimidine nucleotidase,20210426,-
246787,64327788,I6J67_RS00030,I6J67_RS00030,I6J67_00030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210426,-
246787,64327789,rsmI,I6J67_RS00035,I6J67_00035,-,-,-,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,protein-coding,-,-,-,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,20210426,-
246787,64327790,I6J67_RS00040,I6J67_RS00040,I6J67_00040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210426,-
246787,64327791,I6J67_RS00045,I6J67_RS00045,I6J67_00045,-,-,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20210426,-
246787,64327792,I6J67_RS00050,I6J67_RS00050,I6J67_00050,-,-,-,AI-2E family transporter,protein-coding,-,-,-,AI-2E family transporter,20210426,-
246787,64327793,I6J67_RS00055,I6J67_RS00055,I6J67_00055,-,-,-,tRNA,tRNA,-,-,-,-,20210422,-
246787,64327794,I6J67_RS00060,I6J67_RS00060,I6J67_00060,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
246787,64327795,I6J67_RS00065,I6J67_RS00065,I6J67_00065,-,-,-,restriction endonuclease,protein-coding,-,-,-,restriction endonuclease,20210426,-
246787,64327796,I6J67_RS00070,I6J67_RS00070,I6J67_00070,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210426,-
246787,64327797,I6J67_RS00075,I6J67_RS00075,I6J67_00075,-,-,-,site-specific DNA-methyltransferase,protein-coding,-,-,-,site-specific DNA-methyltransferase,20210426,-
246787,64327798,I6J67_RS00080,I6J67_RS00080,I6J67_00080,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
246787,64327799,I6J67_RS00085,I6J67_RS00085,I6J67_00085,-,-,-,phage integrase SAM-like domain-containing protein,protein-coding,-,-,-,phage integrase SAM-like domain-containing protein,20210422,-
246787,64327800,I6J67_RS00090,I6J67_RS00090,I6J67_00090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
246787,64327801,I6J67_RS00095,I6J67_RS00095,I6J67_00095,-,-,-,DUF3575 domain-containing protein,protein-coding,-,-,-,DUF3575 domain-containing protein,20210422,-
246787,64327802,I6J67_RS00100,I6J67_RS00100,I6J67_00100,-,-,-,FimB/Mfa2 family fimbrial subunit,protein-coding,-,-,-,FimB/Mfa2 family fimbrial subunit,20210422,-
246787,64327803,I6J67_RS00105,I6J67_RS00105,I6J67_00105,-,-,-,DUF3868 domain-containing protein,protein-coding,-,-,-,DUF3868 domain-containing protein,20210422,-
246787,64327804,I6J67_RS00110,I6J67_RS00110,I6J67_00110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
246787,64327805,I6J67_RS00115,I6J67_RS00115,I6J67_00115,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20210424,-
246787,64327806,I6J67_RS00120,I6J67_RS00120,I6J67_00120,-,-,-,DUF4469 domain-containing protein,protein-coding,-,-,-,DUF4469 domain-containing protein,20210424,-
246787,64327807,I6J67_RS00125,I6J67_RS00125,I6J67_00125,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
246787,64327808,I6J67_RS00130,I6J67_RS00130,I6J67_00130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
246787,64327809,I6J67_RS00135,I6J67_RS00135,I6J67_00135,-,-,-,zinc-ribbon domain-containing protein,protein-coding,-,-,-,zinc-ribbon domain-containing protein,20210426,-
246787,64327810,I6J67_RS00140,I6J67_RS00140,I6J67_00140,-,-,-,type II toxin-antitoxin system HipA family toxin,protein-coding,-,-,-,type II toxin-antitoxin system HipA family toxin,20210426,-
246787,64327811,I6J67_RS00145,I6J67_RS00145,I6J67_00145,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210426,-
246787,64327812,I6J67_RS00150,I6J67_RS00150,I6J67_00150,-,-,-,MATE family efflux transporter,protein-coding,-,-,-,MATE family efflux transporter,20210426,-
246787,64327813,I6J67_RS00155,I6J67_RS00155,I6J67_00155,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210426,-
246787,64327814,rsgA,I6J67_RS00160,I6J67_00160,-,-,-,ribosome small subunit-dependent GTPase A,protein-coding,-,-,-,ribosome small subunit-dependent GTPase A,20210426,-
246787,64327815,I6J67_RS00165,I6J67_RS00165,I6J67_00165,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210424,-
246787,64327816,I6J67_RS00170,I6J67_RS00170,I6J67_00170,-,-,-,DMT family transporter,protein-coding,-,-,-,DMT family transporter,20210426,-
246787,64327817,I6J67_RS00175,I6J67_RS00175,I6J67_00175,-,-,-,beta-N-acetylhexosaminidase,protein-coding,-,-,-,beta-N-acetylhexosaminidase,20210426,-
246787,64327818,I6J67_RS00180,I6J67_RS00180,I6J67_00180,-,-,-,BNR-4 repeat-containing protein,protein-coding,-,-,-,BNR-4 repeat-containing protein,20210424,-
246787,64327819,I6J67_RS00185,I6J67_RS00185,I6J67_00185,-,-,-,pseudo,pseudo,-,-,-,-,20210422,-
246787,64327820,I6J67_RS00190,I6J67_RS00190,I6J67_00190,-,-,-,RagB/SusD family nutrient uptake outer membrane protein,protein-coding,-,-,-,RagB/SusD family nutrient uptake outer membrane protein,20210426,-
246787,64327821,I6J67_RS00195,I6J67_RS00195,I6J67_00195,-,-,-,SusC/RagA family TonB-linked outer membrane protein,protein-coding,-,-,-,SusC/RagA family TonB-linked outer membrane protein,20210426,-
246787,64327822,I6J67_RS00200,I6J67_RS00200,I6J67_00200,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210426,-
246787,64327823,I6J67_RS00205,I6J67_RS00205,I6J67_00205,-,-,-,right-handed parallel beta-helix repeat-containing protein,protein-coding,-,-,-,right-handed parallel beta-helix repeat-containing protein,20210422,-
246787,64327824,I6J67_RS00210,I6J67_RS00210,I6J67_00210,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20210424,-
246787,64327825,I6J67_RS00215,I6J67_RS00215,I6J67_00215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210426,-
246787,64327826,I6J67_RS00220,I6J67_RS00220,I6J67_00220,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20210422,-
246787,64327827,I6J67_RS00225,I6J67_RS00225,I6J67_00225,-,-,-,AraC family transcriptional regulator,protein-coding,-,-,-,AraC family transcriptional regulator,20210426,-
246787,64327828,I6J67_RS00230,I6J67_RS00230,I6J67_00230,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210426,-
246787,64327829,I6J67_RS00235,I6J67_RS00235,I6J67_00235,-,-,-,RteC domain-containing protein,protein-coding,-,-,-,RteC domain-containing protein,20210426,-
246787,64327830,I6J67_RS00240,I6J67_RS00240,I6J67_00240,-,-,-,DUF1062 domain-containing protein,protein-coding,-,-,-,DUF1062 domain-containing protein,20210426,-
246787,64327831,I6J67_RS00245,I6J67_RS00245,I6J67_00245,-,-,-,CatB-related O-acetyltransferase,protein-coding,-,-,-,CatB-related O-acetyltransferase,20210426,-
246787,64327832,I6J67_RS00250,I6J67_RS00250,I6J67_00250,-,-,-,sulfatase,protein-coding,-,-,-,sulfatase,20210426,-
246787,64327833,I6J67_RS00255,I6J67_RS00255,I6J67_00255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210426,-
246787,64327834,I6J67_RS00260,I6J67_RS00260,I6J67_00260,-,-,-,sialate O-acetylesterase,protein-coding,-,-,-,sialate O-acetylesterase,20210426,-
246787,64327835,I6J67_RS00265,I6J67_RS00265,I6J67_00265,-,-,-,sialate O-acetylesterase,protein-coding,-,-,-,sialate O-acetylesterase,20210426,-
246787,64327836,I6J67_RS00270,I6J67_RS00270,I6J67_00275,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210426,-
246787,64327837,I6J67_RS00275,I6J67_RS00275,I6J67_00280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210422,-
246787,64327838,I6J67_RS00280,I6J67_RS00280,I6J67_00285,-,-,-,right-handed parallel beta-helix repeat-containing protein,protein-coding,-,-,-,right-handed parallel beta-helix repeat-containing protein,20210426,-
246787,64327839,I6J67_RS00285,I6J67_RS00285,I6J67_00290,-,-,-,sulfatase,protein-coding,-,-,-,sulfatase,20210426,-
246787,64327840,I6J67_RS00290,I6J67_RS00290,I6J67_00295,-,-,-,sulfatase-like hydrolase/transferase,protein-coding,-,-,-,sulfatase-like hydrolase/transferase,20210424,-
