#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
115427,3119889,ND1,-,-,-,MT,-,nd1,protein-coding,-,-,-,nd1|NADH dehydrogenase subunit 1,20150626,-
115427,3119890,ND6,-,-,-,MT,-,nd6,protein-coding,-,-,-,nd6|NADH dehydrogenase subunit 6,20160325,-
115427,3119891,CYTB,-,-,-,MT,-,cytb,protein-coding,-,-,-,cytb|cytochrome b,20150626,-
115427,3119892,ND4L,-,-,-,MT,-,nd4L,protein-coding,-,-,-,nd4L|NADH dehydrogenase subunit 4L,20150626,-
115427,3119893,ND4,-,-,-,MT,-,nd4,protein-coding,-,-,-,nd4|NADH dehydrogenase subunit 4,20160813,-
115427,3119894,ND5,-,-,-,MT,-,nd5,protein-coding,-,-,-,nd5|NADH dehydrogenase subunit 5,20160813,-
115427,3119895,ND3,-,-,-,MT,-,nd3,protein-coding,-,-,-,nd3|NADH dehydrogenase subunit 3,20150626,-
115427,3119896,COX3,-,-,-,MT,-,cox3,protein-coding,-,-,-,cox3|cytochrome c oxidase subunit III,20160813,-
115427,3119897,COX2,-,-,-,MT,-,cox2,protein-coding,-,-,-,cox2|cytochrome c oxidase subunit II,20160813,-
115427,3119898,ATP8,-,-,-,MT,-,atp8,protein-coding,-,-,-,atp8|ATP synthase F0 subunit 8,20150626,-
115427,3119899,ATP6,-,-,-,MT,-,atp6,protein-coding,-,-,-,atp6|ATP synthase F0 subunit 6,20150626,-
115427,3119900,COX1,-,-,-,MT,-,cox1,protein-coding,-,-,-,cox1|cytochrome c oxidase subunit I,20160813,-
115427,3119901,ND2,-,-,-,MT,-,nd2,protein-coding,-,-,-,nd2|NADH dehydrogenase subunit 2,20160813,-
